id	qid	testSet	module	count	accuracy
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb29-l1.qa185	DESCRIBE_GAP_LOCATE_PROCEDURE_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb30-l1.qa188	DESCRIBE_GAP_LOCATE_PROCEDURE_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb32-l1.qa185	DESCRIBE_GAP_LOCATE_PROCEDURE_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb34-l1.qa181	DESCRIBE_GAP_LOCATE_PROCEDURE_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb35-l1.qa183	DESCRIBE_GAP_LOCATE_PROCEDURE_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb36-l1.qa181	DESCRIBE_GAP_LOCATE_PROCEDURE_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb37-l1.qa181	DESCRIBE_GAP_LOCATE_PROCEDURE_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb38-l1.qa182	DESCRIBE_GAP_LOCATE_PROCEDURE_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb39-l1.qa184	DESCRIBE_GAP_LOCATE_PROCEDURE_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb40-l1.qa182	DESCRIBE_GAP_LOCATE_PROCEDURE_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb41-l1.qa184	DESCRIBE_GAP_LOCATE_PROCEDURE_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb42-l1.qa184	DESCRIBE_GAP_LOCATE_PROCEDURE_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj3-l1.qa173	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj3-l1.qa174	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj7-l1.qa164	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj7-l1.qa165	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj7-l1.qa166	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj8-l1.qa197	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj8-l1.qa198	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj8-l1.qa199	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj8-l1.qa200	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj9-l1.qa167	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj9-l1.qa168	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj9-l1.qa169	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj9-l1.qa170	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj10-l1.qa186	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj10-l1.qa187	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj10-l1.qa188	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj10-l1.qa189	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj11-l1.qa194	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj11-l1.qa195	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj11-l1.qa196	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj12-l1.qa162	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj12-l1.qa163	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj12-l1.qa164	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj12-l1.qa165	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj13-l1.qa194	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj13-l1.qa195	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj14-l1.qa187	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj14-l1.qa188	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj14-l1.qa189	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj15-l1.qa203	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj15-l1.qa204	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj15-l1.qa205	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj15-l1.qa206	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj18-l1.qa165	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj19-l1.qa217	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj19-l1.qa218	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj19-l1.qa219	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj22-l1.qa189	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj22-l1.qa190	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj23-l1.qa164	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj23-l1.qa165	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj23-l1.qa167	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj23-l1.qa168	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj24-l1.qa193	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj24-l1.qa194	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj24-l1.qa195	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj24-l1.qa196	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj26-l1.qa199	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj26-l1.qa200	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj26-l1.qa201	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj27-l1.qa182	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj27-l1.qa183	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj27-l1.qa184	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj28-l1.qa182	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj28-l1.qa183	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj28-l1.qa184	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj29-l1.qa181	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj29-l1.qa182	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj29-l1.qa183	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj30-l1.qa170	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj30-l1.qa171	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj31-l1.qa180	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	6	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj31-l1.qa181	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj33-l1.qa173	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj33-l1.qa174	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj34-l1.qa163	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj34-l1.qa164	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj34-l1.qa165	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj35-l1.qa180	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj35-l1.qa181	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj35-l1.qa182	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj36-l1.qa187	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj36-l1.qa189	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj37-l1.qa162	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj37-l1.qa163	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj37-l1.qa164	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj38-l1.qa165	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj39-l1.qa199	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj39-l1.qa200	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj39-l1.qa201	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj39-l1.qa202	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj40-l1.qa192	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj40-l1.qa193	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj40-l1.qa194	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj42-l1.qa177	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj42-l1.qa178	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj42-l1.qa179	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj43-l1.qa177	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj43-l1.qa180	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj45-l1.qa171	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj45-l1.qa173	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj46-l1.qa187	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj46-l1.qa188	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj47-l1.qa196	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj47-l1.qa197	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj47-l1.qa198	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj48-l1.qa167	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj48-l1.qa168	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbj48-l1.qa169	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb1-l1.qa149	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb2-l1.qa154	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb3-l1.qa164	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb4-l1.qa144	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb5-l1.qa153	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb6-l1.qa146	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb7-l1.qa143	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb9-l1.qa159	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb10-l1.qa143	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb11-l1.qa146	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb12-l1.qa149	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb13-l1.qa145	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb15-l1.qa145	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb16-l1.qa145	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb17-l1.qa147	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb18-l1.qa155	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb19-l1.qa148	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb20-l1.qa155	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb22-l1.qa154	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb24-l1.qa151	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb25-l1.qa148	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb26-l1.qa144	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb27-l1.qa143	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb28-l1.qa148	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb29-l1.qa147	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb30-l1.qa148	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
