id	qid	testSet	module	count	accuracy
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj35-l1.qa238	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj35-l1.qa239	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj35-l1.qa240	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj36-l1.qa242	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj36-l1.qa244	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj37-l1.qa211	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj37-l1.qa212	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj37-l1.qa213	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj37-l1.qa214	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj38-l1.qa215	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj38-l1.qa216	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj38-l1.qa217	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj38-l1.qa218	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj39-l1.qa258	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj39-l1.qa259	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj39-l1.qa261	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	non_domain
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj40-l1.qa253	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj40-l1.qa255	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj40-l1.qa256	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	non_domain
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj42-l1.qa246	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj42-l1.qa247	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj42-l1.qa248	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj42-l1.qa249	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj43-l1.qa227	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj43-l1.qa228	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj43-l1.qa229	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj45-l1.qa221	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj45-l1.qa222	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	non_domain
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj45-l1.qa223	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj46-l1.qa240	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj46-l1.qa241	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj47-l1.qa253	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj47-l1.qa254	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj47-l1.qa255	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj48-l1.qa213	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb1-l1.qa187	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb2-l1.qa191	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb3-l1.qa203	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb4-l1.qa182	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb5-l1.qa190	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb7-l1.qa180	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb10-l1.qa180	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb12-l1.qa186	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb13-l1.qa182	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb15-l1.qa182	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb16-l1.qa182	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb17-l1.qa184	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb18-l1.qa193	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	irrelevant
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb19-l1.qa185	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb20-l1.qa193	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb21-l1.qa181	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb22-l1.qa191	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb24-l1.qa188	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb25-l1.qa185	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb26-l1.qa181	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb27-l1.qa180	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb28-l1.qa185	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb29-l1.qa184	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb30-l1.qa187	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb31-l1.qa180	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb32-l1.qa184	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb34-l1.qa180	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb35-l1.qa182	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb36-l1.qa180	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb37-l1.qa180	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb38-l1.qa181	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb39-l1.qa183	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb40-l1.qa181	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb41-l1.qa183	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb42-l1.qa183	BURNED_BULB_LOCATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj3-l1.qa143	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj7-l1.qa138	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj8-l1.qa163	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	3	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj9-l1.qa135	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	2	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj10-l1.qa159	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	6	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj11-l1.qa166	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj13-l1.qa158	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj13-l1.qa159	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj13-l1.qa160	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj13-l1.qa161	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj15-l1.qa173	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj15-l1.qa174	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj18-l1.qa137	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj18-l1.qa138	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj18-l1.qa139	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj19-l1.qa178	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	2	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj22-l1.qa159	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj22-l1.qa160	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj23-l1.qa139	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj24-l1.qa150	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj24-l1.qa151	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj24-l1.qa152	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj24-l1.qa153	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	non_domain
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj26-l1.qa167	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj27-l1.qa151	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj27-l1.qa152	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	irrelevant
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj27-l1.qa153	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj31-l1.qa145	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj31-l1.qa147	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj31-l1.qa148	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj33-l1.qa143	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj34-l1.qa136	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj35-l1.qa148	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj35-l1.qa149	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj38-l1.qa134	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj38-l1.qa135	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj39-l1.qa158	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj39-l1.qa159	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj39-l1.qa160	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj40-l1.qa156	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj40-l1.qa157	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj42-l1.qa151	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	2	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj45-l1.qa140	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj45-l1.qa141	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	2	non_domain
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj45-l1.qa142	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj45-l1.qa143	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	non_domain
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj46-l1.qa152	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	irrelevant
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj46-l1.qa153	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj47-l1.qa169	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb2-l1.qa129	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb3-l1.qa137	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb4-l1.qa119	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb5-l1.qa128	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb7-l1.qa118	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb9-l1.qa134	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb10-l1.qa118	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb19-l1.qa123	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb20-l1.qa130	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb22-l1.qa129	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb24-l1.qa125	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb25-l1.qa123	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb26-l1.qa119	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb27-l1.qa118	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb28-l1.qa123	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb29-l1.qa122	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb32-l1.qa122	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb36-l1.qa118	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb37-l1.qa118	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb38-l1.qa119	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb39-l1.qa120	OTHER_TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj3-l1.qa140	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj3-l1.qa141	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj3-l1.qa142	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj7-l1.qa135	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj7-l1.qa136	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj9-l1.qa133	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj10-l1.qa157	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj10-l1.qa158	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj11-l1.qa162	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj11-l1.qa163	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj11-l1.qa164	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj11-l1.qa165	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj12-l1.qa130	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj12-l1.qa132	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj12-l1.qa133	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj13-l1.qa156	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj14-l1.qa155	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj15-l1.qa171	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj15-l1.qa172	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj18-l1.qa136	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj19-l1.qa176	TERMINAL_STATE_EXPLAIN_Q		FaultFinding	1	partially_correct_incomplete
