@relation accuracy-weka.filters.unsupervised.attribute.Remove-R1

@attribute overlap numeric
@attribute F numeric
@attribute lesk numeric
@attribute cosine numeric
@attribute questionOverlap numeric
@attribute questionF numeric
@attribute questionLesk numeric
@attribute questionCosine numeric
@attribute word_matching numeric
@attribute neg_word_match numeric
@attribute num_match numeric
@attribute synonym_match numeric
@attribute antonym_match numeric
@attribute wup_similarity numeric
@attribute accuracy {correct,partially_correct_incomplete,contradictory,irrelevant,non_domain}

@data
2,0.266667,0.111111,0.333333,1,0.111111,0.022222,0.149071,0.090909,0,0,0,-1,0.222222,contradictory
2,0.25,0.083333,0.288675,1,0.105263,0.016667,0.129099,0.090909,0,0,0,-1,0.489583,contradictory
4,0.380952,0.055556,0.3849,5,0.416667,0.096296,0.430331,0.272727,0,0,0,0,0.441176,contradictory
5,0.434783,0.068182,0.435194,5,0.384615,0.042424,0.389249,0.272727,0,0,0,0,0.378788,contradictory
2,0.153846,0.0125,0.158114,3,0.193548,0.0125,0.193649,0.090909,0,0,0,0,0.217645,partially_correct_incomplete
3,0.352941,0.071429,0.358569,2,0.181818,0.019048,0.19518,0.181818,0,0,0,0,0.293162,partially_correct_incomplete
8,0.666667,0.142857,0.676123,8,0.551724,0.180952,0.552052,0.363636,0,0,0,0,0.441306,partially_correct_incomplete
7,0.7,0.15,0.7,8,0.64,0.12,0.653197,0.272727,0,0,0,0,0.327828,partially_correct_incomplete
5,0.454545,0.041667,0.456435,5,0.37037,0.038889,0.372678,0.272727,0,0,0,0,0.244083,partially_correct_incomplete
2,0.235294,0.028571,0.239046,2,0.181818,0.019048,0.19518,0.181818,-1,0,0,0,0.267361,contradictory
2,0.222222,0.055556,0.235702,1,0.095238,0.011111,0.105409,0.090909,0,0,0,-1,0.25,contradictory
6,0.461538,0.059524,0.46291,7,0.482759,0.061905,0.483046,0.272727,-1,0,0,-1,0.393889,contradictory
10,0.909091,0.316667,0.912871,9,0.666667,0.094444,0.67082,0.454545,0,0,0,0,0.467308,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,0.288745,non_domain
5,0.454545,0.058333,0.456435,4,0.32,0.026667,0.326599,0.272727,0,0,0,-1,0.385684,correct
4,0.380952,0.036364,0.381385,5,0.384615,0.042424,0.389249,0.272727,0,0,0,0,0.362069,contradictory
2,0.129032,0.009091,0.13484,3,0.171429,0.01,0.173205,0.181818,0,0,0,0,0.36404,contradictory
6,0.3,0.035714,0.327327,5,0.232558,0.011905,0.243975,0.363636,0,0,0,-1,0.427879,contradictory
5,0.333333,0.035294,0.336336,5,0.3125,0.027451,0.313112,0.272727,-1,0,0,0,0.335573,contradictory
0,0,0,0,0,0,0,0,0,-1,0,0,0,0.237433,non_domain
1,0.125,0.016667,0.129099,0,0,0,0,0,-1,0,0,0,0.259259,contradictory
1,0.153846,0.033333,0.182574,0,0,0,0,0.090909,0,0,0,0,0.555556,partially_correct_incomplete
4,0.333333,0.06993,0.334497,3,0.214286,0.025641,0.214834,0.363636,-1,0,0,-1,0.690243,contradictory
1,0.153846,0.033333,0.182574,1,0.111111,0.022222,0.149071,0,0,0,0,0,0.236111,contradictory
4,0.421053,0.190476,0.436436,3,0.272727,0.028571,0.29277,0.272727,0,0,0,-1,0.360907,contradictory
1,0.166667,0.05,0.223607,1,0.117647,0.033333,0.182574,0.090909,0,0,0,0,0.333333,partially_correct_incomplete
7,0.608696,0.146154,0.613941,7,0.5,0.05641,0.50128,0.454545,0,0,0,0,0.46384,contradictory
0,0,0,0,0,0,0,0,0,0,0,0,0,0,non_domain
1,0.111111,0.0125,0.111803,2,0.173913,0.016667,0.182574,0.090909,0,0,0,0,0.249092,contradictory
6,0.666667,0.175,0.67082,5,0.434783,0.075,0.456435,0.181818,0,0,0,0,0.323932,contradictory
3,0.26087,0.023077,0.263117,5,0.357143,0.05641,0.358057,0.181818,-1,0,0,0,0.271363,contradictory
0,0,0,0,0,0,0,0,0,0,0,0,0,0.450142,contradictory
2,0.25,0.102564,0.320256,0,0,0,0,0,0,0,0,0,0.3125,contradictory
8,0.695652,0.138462,0.701646,11,0.785714,0.302564,0.787726,0.454545,0,0,0,0,0.398449,correct
7,0.7,0.15,0.7,8,0.64,0.12,0.653197,0.272727,0,0,0,0,0.298026,partially_correct_incomplete
2,0.285714,0.166667,0.408248,1,0.117647,0.033333,0.182574,0.090909,0,0,0,-1,0.333333,contradictory
6,0.315789,0.026923,0.339683,7,0.341463,0.038462,0.354459,0.363636,-1,0,0,-1,0.392578,correct
5,0.344828,0.026316,0.362738,7,0.411765,0.045614,0.414644,0.272727,0,0,0,0,0.295231,contradictory
6,0.255319,0.019048,0.29277,4,0.16,0.007619,0.174574,0.363636,-1,0,0,-1,0.304539,contradictory
0,0,0,0,0,0,0,0,0,0,0,0,0,0.346494,non_domain
6,0.571429,0.109091,0.572078,5,0.384615,0.030303,0.389249,0.363636,0,0,0,0,0.450641,correct
5,0.4,0.057692,0.40032,6,0.428571,0.061538,0.429669,0.363636,0,0,0,-1,0.375214,partially_correct_incomplete
4,0.235294,0.021978,0.242091,5,0.277778,0.034921,0.281718,0.181818,-1,0,0,0,0.21331,contradictory
3,0.181818,0.012397,0.192847,4,0.216216,0.018182,0.220193,0.272727,-1,0,0,0,0.271384,contradictory
7,0.378378,0.03,0.404145,6,0.3,0.032,0.309839,0.545455,0,0,0,-1,0.389351,correct
7,0.666667,0.1,0.667424,5,0.357143,0.037433,0.365636,0.416667,0,1,0,0,0.551515,correct
7,0.636364,0.363636,0.636364,7,0.5,0.197861,0.511891,0.5,0,1,0,0,0.51655,correct
6,0.571429,0.098485,0.572078,5,0.357143,0.048128,0.365636,0.5,0,1,0,0,0.460606,correct
7,0.636364,0.138889,0.63901,6,0.413793,0.04902,0.420084,0.5,0,1,0,0,0.505556,correct
9,1,1,1,4,0.307692,0.039216,0.323381,0.416667,0,1,0,-1,0.426667,correct
8,0.727273,0.138889,0.730297,6,0.413793,0.04902,0.420084,0.5,0,1,0,0,0.466667,correct
8,0.727273,0.138889,0.730297,6,0.413793,0.04902,0.420084,0.5,0,1,0,0,0.505556,correct
7,0.636364,0.118056,0.63901,6,0.413793,0.039216,0.420084,0.416667,0,-1,0,0,0.457051,irrelevant
0,0,0,0,0,0,0,0,0,0,0,0,0,0.256543,non_domain
6,0.545455,0.090278,0.547723,5,0.344828,0.044118,0.35007,0.5,0,1,0,0,0.389744,correct
7,0.636364,0.138889,0.63901,6,0.413793,0.04902,0.420084,0.5,0,1,0,0,0.466667,correct
7,0.636364,0.092593,0.63901,5,0.344828,0.034314,0.35007,0.416667,0,1,0,0,0.422222,correct
8,0.842105,0.244444,0.843274,5,0.37037,0.052941,0.383482,0.5,-1,1,0,0,0.454545,correct
1,0.153846,0.027778,0.166667,0,0,0,0,0,-1,0,0,0,0.283013,contradictory
4,0.470588,0.104167,0.471405,4,0.32,0.044118,0.342997,0.416667,0,-1,0,0,0.484375,contradictory
3,0.315789,0.102273,0.319801,2,0.16,0.014706,0.171499,0.166667,0,-1,0,0,0.298958,contradictory
0,0,0,0,0,0,0,0,0,0,0,0,0,0,partially_correct_incomplete
1,0.125,0.018182,0.13484,0,0,0,0,0,0,0,0,0,0.348758,partially_correct_incomplete
1,0.133333,0.022727,0.150756,0,0,0,0,0.083333,0,0,0,0,0.545425,partially_correct_incomplete
5,0.2,0.017094,0.241402,10,0.357143,0.039216,0.388368,0.416667,0,-1,0,0,0.353346,contradictory
4,0.444444,0.051948,0.455842,2,0.166667,0.016807,0.18334,0.166667,0,0,0,0,0.438095,correct
8,0.888889,0.617284,0.888889,3,0.230769,0.019608,0.242536,0.333333,0,-1,0,-1,0.474074,correct
7,0.636364,0.141414,0.636364,7,0.5,0.080214,0.511891,0.5,0,1,0,0,0.51655,correct
6,0.545455,0.171717,0.545455,7,0.5,0.101604,0.511891,0.416667,0,-1,0,0,0.537162,irrelevant
7,0.636364,0.363636,0.636364,7,0.5,0.197861,0.511891,0.5,0,1,0,0,0.547578,correct
7,0.636364,0.123967,0.636364,6,0.428571,0.064171,0.438763,0.333333,0,-1,0,0,0.449242,irrelevant
8,0.727273,0.14876,0.727273,6,0.428571,0.074866,0.438763,0.416667,0,1,0,0,0.460606,correct
6,0.571429,0.072727,0.572078,4,0.285714,0.032086,0.292509,0.416667,0,1,0,0,0.369697,correct
3,0.375,0.064935,0.377964,2,0.166667,0.016807,0.18334,0.25,0,-1,0,0,0.305952,partially_correct_incomplete
0,0,0,0,0,0,0,0,0,0,0,0,0,0,non_domain
2,0.235294,0.027778,0.235702,2,0.16,0.014706,0.171499,0.166667,0,-1,0,0,0.444631,partially_correct_incomplete
3,0.375,0.079365,0.377964,2,0.166667,0.033613,0.18334,0.25,-1,1,0,0,0.514663,irrelevant
7,0.736842,0.157407,0.737865,5,0.384615,0.045752,0.404226,0.416667,0,-1,0,0,0.4875,irrelevant
6,0.75,0.285714,0.755929,2,0.166667,0.016807,0.18334,0.333333,0,0,0,0,0.25,partially_correct_incomplete
6,0.705882,0.166667,0.707107,2,0.16,0.014706,0.171499,0.333333,-1,0,0,0,0.222222,partially_correct_incomplete
5,0.47619,0.075758,0.476731,5,0.357143,0.026738,0.365636,0.333333,0,-1,0,0,0.540152,irrelevant
2,0.285714,0.044444,0.298142,2,0.181818,0.023529,0.21693,0.166667,0,0,0,-1,0.253333,irrelevant
7,0.777778,0.234568,0.777778,5,0.384615,0.084967,0.404226,0.416667,-1,1,0,0,0.444444,correct
8,0.695652,0.136364,0.696311,6,0.413793,0.068627,0.420084,0.416667,0,1,0,0,0.422222,correct
7,0.636364,0.092593,0.63901,5,0.344828,0.034314,0.35007,0.416667,0,1,0,0,0.423932,correct
1,0.153846,0.027778,0.166667,1,0.095238,0.014706,0.121268,0,0,0,0,0,0.420513,partially_correct_incomplete
6,0.545455,0.118056,0.547723,6,0.413793,0.039216,0.420084,0.416667,0,-1,0,0,0.457051,irrelevant
1,0.133333,0.022727,0.150756,1,0.095238,0.014706,0.121268,0,0,0,0,0,0.43641,partially_correct_incomplete
1,0.133333,0.018519,0.136083,2,0.173913,0.019608,0.19803,0.083333,0,-1,0,-1,0.404523,contradictory
7,0.636364,0.138889,0.63901,6,0.413793,0.04902,0.420084,0.5,0,1,0,0,0.505556,correct
7,0.583333,0.230769,0.585369,6,0.4,0.117647,0.403604,0.583333,0,1,0,0,0.437081,correct
3,0.3,0.030303,0.301511,2,0.153846,0.013072,0.16169,0.083333,0,1,0,0,0.356173,correct
7,0.636364,0.138889,0.63901,6,0.413793,0.04902,0.420084,0.5,0,1,0,0,0.505556,correct
3,0.428571,0.2,0.447214,3,0.272727,0.105882,0.325396,0.333333,0,0,0,0,0.444444,irrelevant
7,0.636364,0.123967,0.636364,6,0.428571,0.064171,0.438763,0.333333,0,-1,0,0,0.411806,irrelevant
3,0.333333,0.038961,0.341882,3,0.25,0.02521,0.27501,0.25,0,-1,0,0,0.563095,contradictory
6,0.521739,0.111111,0.522233,4,0.275862,0.029412,0.280056,0.416667,0,0,0,0,0.378105,partially_correct_incomplete
3,0.352941,0.125,0.353553,3,0.24,0.066176,0.257248,0.166667,0,0,0,0,0.348765,contradictory
7,0.608696,0.083333,0.609272,6,0.413793,0.04902,0.420084,0.416667,0,1,0,0,0.422132,correct
9,1,1,1,4,0.307692,0.039216,0.323381,0.416667,0,1,0,-1,0.474074,correct
7,0.636364,0.138889,0.63901,6,0.413793,0.04902,0.420084,0.5,0,1,0,0,0.505556,correct
6,0.571429,0.098485,0.572078,5,0.357143,0.048128,0.365636,0.5,0,1,0,0,0.422222,correct
6,0.352941,0.041667,0.387298,4,0.195122,0.014706,0.19803,0.583333,-1,1,0,0,0.300772,contradictory
7,0.823529,0.291667,0.824958,4,0.32,0.044118,0.342997,0.333333,0,1,0,-1,0.519444,correct
7,0.636364,0.138889,0.63901,6,0.413793,0.04902,0.420084,0.5,0,1,0,0,0.482784,correct
7,0.4375,0.149798,0.445399,0,0,0,0,0.3125,0,0,0,0,0.530769,correct
12,0.727273,0.151786,0.735767,0,0,0,0,0.625,0,0,0,0,0.572222,correct
2,0.166667,0.021053,0.205196,0,0,0,0,0.0625,-1,0,0,0,0.48,contradictory
8,0.484848,0.075188,0.490511,0,0,0,0,0.375,0,0,0,0,0.48963,correct
9,0.580645,0.197368,0.59604,0,0,0,0,0.375,0,0,0,0,0.531481,correct
7,0.4,0.03125,0.401478,0,0,0,0,0.375,-1,0,0,0,0.478953,correct
7,0.411765,0.05,0.414644,0,0,0,0,0.375,-1,0,0,0,0.451175,correct
3,0.25,0.039063,0.265165,0,0,0,0,0.25,0,0,0,0,0.404321,irrelevant
8,0.5,0.05668,0.509028,0,0,0,0,0.375,0,0,0,0,0.503419,correct
7,0.4375,0.057692,0.445399,0,0,0,0,0.4375,-1,0,0,0,0.560684,correct
5,0.4,0.076389,0.416667,0,0,0,0,0.375,-1,0,0,0,0.544444,contradictory
0,0,0,0,0,0,0,0,0,0,0,0,0,0.176923,non_domain
10,0.606061,0.172932,0.613139,0,0,0,0,0.4375,0,0,0,0,0.596032,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,0.493333,partially_correct_incomplete
0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,non_domain
8,0.516129,0.070175,0.529813,0,0,0,0,0.375,0,0,0,0,0.508148,correct
1,0.095238,0.0125,0.111803,0,0,0,0,0.0625,0,0,0,0,0.693333,partially_correct_incomplete
2,0.2,0.0625,0.25,0,0,0,0,0.125,-1,0,0,0,0.713725,contradictory
0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636,non_domain
5,0.4,0.090278,0.416667,0,0,0,0,0.375,0,0,0,0,0.567901,partially_correct_incomplete
2,0.222222,0.125,0.353553,0,0,0,0,0.125,0,0,0,0,1,partially_correct_incomplete
7,0.451613,0.083333,0.463586,0,0,0,0,0.4375,-1,0,0,0,0.612963,contradictory
6,0.4,0.066986,0.415029,0,0,0,0,0.3125,0,0,0,0,0.531481,correct
9,0.580645,0.197368,0.59604,0,0,0,0,0.375,0,0,0,0,0.494444,correct
7,0.4375,0.109312,0.445399,0,0,0,0,0.25,-1,0,0,0,0.547009,correct
7,0.5,0.098958,0.505181,0,0,0,0,0.4375,0,0,0,0,0.756481,correct
10,0.454545,0.088421,0.458831,0,0,0,0,0.4375,-1,0,0,0,0.680418,contradictory
5,0.47619,0.1625,0.559017,0,0,0,0,0.375,0,0,0,0,1,partially_correct_incomplete
9,0.418605,0.085526,0.421464,0,0,0,0,0.375,0,0,0,0,0.576889,correct
10,0.606061,0.157895,0.613139,0,0,0,0,0.4375,0,0,0,0,0.574815,correct
10,0.606061,0.172932,0.613139,0,0,0,0,0.4375,0,0,0,0,0.655556,correct
10,0.625,0.17004,0.636285,0,0,0,0,0.5,0,0,0,0,0.526984,contradictory
9,0.545455,0.154135,0.551825,0,0,0,0,0.4375,0,0,0,0,0.545185,partially_correct_incomplete
12,0.705882,0.141667,0.710819,0,0,0,0,0.625,0,0,0,0,0.61037,correct
8,0.484848,0.06015,0.490511,0,0,0,0,0.375,0,0,0,0,0.574815,correct
8,0.484848,0.06015,0.490511,0,0,0,0,0.375,0,0,0,0,0.615873,correct
8,0.5,0.080972,0.509028,0,0,0,0,0.375,0,0,0,0,0.62906,correct
10,0.588235,0.161404,0.592349,0,0,0,0,0.4375,0,0,0,0,0.622963,correct
3,0.272727,0.03125,0.306186,0,0,0,0,0.25,0,0,0,0,0.685185,correct
6,0.444444,0.101563,0.486664,0,0,0,0,0.375,0,0,0,0,0.604938,partially_correct_incomplete
3,0.230769,0.037594,0.260133,0,0,0,0,0.0625,0,0,0,0,0.348341,contradictory
7,0.451613,0.109649,0.463586,0,0,0,0,0.3125,0,0,0,0,0.411111,partially_correct_incomplete
9,0.5625,0.093117,0.572656,0,0,0,0,0.4375,0,0,0,0,0.644444,correct
5,0.416667,0.101563,0.441942,0,0,0,0,0.3125,0,0,0,0,0.669444,contradictory
3,0.222222,0.032895,0.243332,0,0,0,0,0.0625,0,0,0,0,0.241667,correct
7,0.4375,0.060729,0.445399,0,0,0,0,0.375,0,0,0,0,0.62906,correct
5,0.357143,0.057292,0.360844,0,0,0,0,0.375,0,0,0,0,0.580303,contradictory
8,0.457143,0.074219,0.458831,0,0,0,0,0.4375,0,0,0,0,0.586111,correct
9,0.529412,0.14386,0.533114,0,0,0,0,0.375,0,0,0,0,0.552593,correct
10,0.588235,0.063158,0.592349,0,0,0,0,0.5,0,0,0,0,0.528758,correct
2,0.173913,0.026316,0.229416,0,0,0,0,0.0625,0,0,0,0,0.316667,partially_correct_incomplete
1,0.111111,0.03125,0.176777,0,0,0,0,0.0625,0,0,0,0,0.8,partially_correct_incomplete
9,0.666667,0.255682,0.678401,0,0,0,0,0.5625,0,0,0,0,0.767677,correct
6,0.413793,0.073684,0.435286,0,0,0,0,0.25,0,0,0,0,0.5,correct
6,0.428571,0.118056,0.458831,0,0,0,0,0.375,0,0,0,0,0.660494,partially_correct_incomplete
6,0.444444,0.068182,0.452267,0,0,0,0,0.375,0,0,0,0,0.673148,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradictory
1,0.095238,0.0125,0.111803,0,0,0,0,0.0625,-1,0,0,0,0.52,partially_correct_incomplete
0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,partially_correct_incomplete
0,0,0,0,0,0,0,0,0,0,0,0,0,0.447619,contradictory
5,0.344828,0.052885,0.346688,0,0,0,0,0.3125,0,0,0,0,0.480159,correct
6,0.4,0.066986,0.415029,0,0,0,0,0.25,0,0,0,0,0.480808,contradictory
6,0.461538,0.0875,0.474342,0,0,0,0,0.375,0,0,0,0,0.677778,correct
4,0.296296,0.022727,0.301511,0,0,0,0,0.25,-1,0,0,0,0.485548,correct
10,0.588235,0.161404,0.592349,0,0,0,0,0.4375,0,0,0,0,0.573611,correct
8,0.470588,0.070175,0.473879,0,0,0,0,0.3125,0,0,0,0,0.426667,contradictory
1,0.1,0.015625,0.125,0,0,0,0,0.0625,0,0,0,0,0.666667,partially_correct_incomplete
10,0.588235,0.147368,0.592349,0,0,0,0,0.4375,0,0,0,0,0.601389,correct
9,0.486486,0.049708,0.486664,0,0,0,0,0.4375,0,0,0,0,0.402339,partially_correct_incomplete
4,0.242424,0.015038,0.245256,0,0,0,0,0.1875,-1,0,0,0,0.385926,correct
2,0.16,0.035088,0.187317,0,0,0,0,0,0,0,0,0,0.211111,partially_correct_incomplete
10,0.588235,0.161404,0.592349,0,0,0,0,0.4375,0,0,0,0,0.584028,correct
11,0.666667,0.106618,0.666973,0,0,0,0,0.6875,0,0,0,0,0.632749,correct
6,0.461538,0.075,0.474342,0,0,0,0,0.375,0,0,0,0,0.661111,partially_correct_incomplete
9,0.486486,0.055556,0.486664,0,0,0,0,0.4375,0,0,0,0,0.432164,correct
6,0.413793,0.073684,0.435286,0,0,0,0,0.25,0,0,0,0,0.448889,contradictory
11,0.647059,0.204861,0.666667,5,0.322581,0.045833,0.322749,0.916667,-1,0,0,0,0.442982,correct
11,0.6875,0.083333,0.692935,5,0.344828,0.033333,0.345033,0.75,-1,0,0,0,0.426896,correct
1,0.090909,0.013889,0.117851,0,0,0,0,0,0,0,0,0,0.178571,partially_correct_incomplete
3,0.266667,0.037037,0.288675,0,0,0,0,0.25,0,0,0,0,0.385714,contradictory
8,0.521739,0.079365,0.534522,5,0.344828,0.033333,0.345033,0.666667,0,0,0,0,0.541246,contradictory
0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,non_domain
13,0.764706,0.295139,0.766032,5,0.322581,0.070833,0.322749,0.916667,-1,0,0,0,0.493544,correct
4,0.380952,0.163265,0.404061,2,0.181818,0.038095,0.19518,0.083333,0,0,0,0,0.38396,correct
6,0.416667,0.121429,0.424264,3,0.24,0.033333,0.244949,0.333333,0,0,0,0,0.462399,correct
8,0.551724,0.111111,0.568535,3,0.230769,0.054545,0.23355,0.583333,0,0,0,0,0.5311,contradictory
8,0.666667,0.2,0.676123,2,0.16,0.026667,0.163299,0.416667,0,0,0,0,0.426156,correct
5,0.434783,0.087302,0.445435,3,0.25,0.066667,0.258199,0.166667,0,0,0,0,0.448962,partially_correct_incomplete
8,0.592593,0.164835,0.592999,3,0.214286,0.046154,0.214834,0.5,0,0,0,0,0.507769,partially_correct_incomplete
7,0.424242,0.096154,0.434122,6,0.428571,0.102564,0.429669,0.416667,-1,0,0,0,0.441823,partially_correct_incomplete
7,0.666667,0.17284,0.666667,4,0.333333,0.118519,0.344265,0.666667,0,0,0,0,0.573534,partially_correct_incomplete
8,0.727273,0.153846,0.7396,7,0.5,0.128205,0.50128,0.833333,-1,0,0,0,0.531579,contradictory
8,0.761905,0.240741,0.7698,7,0.518519,0.138889,0.521749,0.833333,0,0,0,0,0.57247,correct
7,0.545455,0.068376,0.5547,5,0.357143,0.046154,0.358057,0.666667,0,0,0,0,0.561654,correct
3,0.266667,0.037037,0.288675,0,0,0,0,0.25,0,0,0,0,0.330612,correct
7,0.5,0.070707,0.502519,4,0.307692,0.036364,0.3114,0.5,0,0,0,0,0.513278,partially_correct_incomplete
2,0.222222,0.027778,0.235702,0,0,0,0,0.166667,0,0,0,0,0.340741,contradictory
5,0.454545,0.108333,0.456435,2,0.16,0.013333,0.163299,0.416667,0,0,0,0,0.538469,partially_correct_incomplete
5,0.434783,0.068182,0.435194,2,0.153846,0.012121,0.1557,0.416667,0,0,0,0,0.496863,contradictory
11,0.695652,0.257937,0.712697,5,0.344828,0.080952,0.345033,0.916667,-1,0,0,0,0.509667,correct
5,0.384615,0.118056,0.416667,1,0.086957,0.008333,0.091287,0.25,0,0,0,0,0.464286,contradictory
5,0.384615,0.118056,0.416667,1,0.086957,0.008333,0.091287,0.25,-1,0,0,0,0.464286,partially_correct_incomplete
6,0.6,0.083333,0.612372,2,0.173913,0.016667,0.182574,0.583333,0,0,0,0,0.669118,partially_correct_incomplete
7,0.5,0.072222,0.521749,3,0.24,0.033333,0.244949,0.416667,0,0,0,0,0.548772,partially_correct_incomplete
0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,non_domain
7,0.518519,0.104938,0.549972,2,0.166667,0.02963,0.172133,0.416667,0,0,0,0,0.491228,contradictory
11,0.692308,0.136905,0.694365,5,0.344828,0.033333,0.345033,0.833333,-1,0,0,0,0.503759,correct
8,0.631579,0.155556,0.632456,4,0.32,0.066667,0.326599,0.666667,0,0,0,0,0.566849,partially_correct_incomplete
8,0.631579,0.133333,0.632456,5,0.4,0.086667,0.408248,0.5,0,0,0,0,0.64149,correct
0,0,0,0,1,0.105263,0.016667,0.129099,0,-1,0,0,0,0.31875,non_domain
5,0.5,0.135417,0.51031,0,0,0,0,0.416667,0,0,0,0,0.464286,partially_correct_incomplete
0,0,0,0,0,0,0,0,0,0,0,0,0,0,non_domain
6,0.625,0.174603,0.629941,2,0.181818,0.019048,0.19518,0.5,0,0,0,0,0.666667,partially_correct_incomplete
6,0.555556,0.111111,0.555556,3,0.25,0.066667,0.258199,0.5,0,0,0,0,0.491228,partially_correct_incomplete
4,0.421053,0.228571,0.478091,2,0.2,0.053333,0.23094,0.083333,0,0,0,0,0.537544,partially_correct_incomplete
6,0.588235,0.125,0.589256,3,0.26087,0.075,0.273861,0.5,0,0,0,0,0.552632,partially_correct_incomplete
1,0.181818,0.055556,0.235702,0,0,0,0,0.083333,0,0,0,0,0.676471,partially_correct_incomplete
0,0,0,0,0,0,0,0,0,0,0,0,0,0.386997,contradictory
9,0.642857,0.183333,0.67082,5,0.4,0.073333,0.408248,0.583333,0,0,0,0,0.594612,contradictory
12,0.774194,0.282051,0.784465,5,0.357143,0.05641,0.358057,0.916667,0,0,0,0,0.581096,contradictory
11,0.727273,0.277778,0.7396,5,0.357143,0.087179,0.358057,0.916667,0,0,0,0,0.548872,contradictory
3,0.25,0.031746,0.267261,0,0,0,0,0.25,0,0,0,0,0.330612,correct
8,0.842105,0.333333,0.843274,5,0.4,0.086667,0.408248,0.833333,0,0,0,0,0.56,correct
10,0.645161,0.222222,0.65372,4,0.285714,0.051282,0.286446,0.833333,-1,0,0,0,0.43956,partially_correct_incomplete
10,0.645161,0.078947,0.662266,7,0.411765,0.045614,0.414644,0.916667,0,0,0,0,0.626984,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,0.453846,non_domain
11,0.714286,0.239583,0.721688,6,0.387097,0.083333,0.387298,0.833333,0,0,0,0,0.506798,correct
14,0.848485,0.318519,0.852013,5,0.333333,0.048889,0.333333,0.916667,-1,0,0,0,0.52439,correct
3,0.315789,0.071429,0.358569,2,0.2,0.053333,0.23094,0.083333,0,0,0,0,0.537544,partially_correct_incomplete
5,0.434783,0.144444,0.527046,1,0.1,0.013333,0.11547,0.166667,-1,0,0,0,0.597647,correct
3,0.3,0.035714,0.327327,1,0.095238,0.011111,0.105409,0.166667,-1,0,0,0,0.445992,correct
6,0.461538,0.097222,0.5,0,0,0,0,0.333333,-1,0,0,0,0.462815,correct
8,0.551724,0.252525,0.568535,1,0.076923,0.006061,0.07785,0.583333,-1,0,0,0,0.428571,partially_correct_incomplete
13,0.722222,0.212963,0.722222,7,0.424242,0.092593,0.426006,1,-1,0,0,0,0.5556,correct
14,0.756757,0.192982,0.757033,6,0.352941,0.049123,0.355409,1,-1,0,0,0,0.475116,correct
4,0.307692,0.044643,0.333333,2,0.173913,0.033333,0.182574,0.083333,0,0,0,0,0.519298,partially_correct_incomplete
6,0.413793,0.071429,0.426401,2,0.153846,0.024242,0.1557,0.416667,0,0,0,0,0.55949,contradictory
7,0.521739,0.104938,0.549972,1,0.083333,0.007407,0.086066,0.416667,-1,0,0,0,0.591285,correct
5,0.5,0.12037,0.545545,1,0.095238,0.011111,0.105409,0.166667,0,0,0,0,0.653595,partially_correct_incomplete
4,0.4,0.190476,0.436436,2,0.190476,0.044444,0.210819,0.083333,0,0,0,0,0.38396,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,0.171429,non_domain
11,0.647059,0.072917,0.649519,6,0.387097,0.033333,0.387298,0.833333,-1,0,0,0,0.452632,partially_correct_incomplete
5,0.47619,0.173469,0.505076,2,0.181818,0.038095,0.19518,0.25,0,0,0,0,0.38396,partially_correct_incomplete
6,0.5,0.072917,0.51031,2,0.173913,0.016667,0.182574,0.5,-1,0,0,0,0.55,partially_correct_incomplete
2,0.307692,0.055556,0.333333,1,0.105263,0.016667,0.129099,0.25,0,0,0,0,0.338235,contradictory
10,0.666667,0.214815,0.68853,4,0.266667,0.044444,0.266667,0.916667,-1,0,0,0,0.444444,correct
10,0.625,0.079365,0.629941,4,0.275862,0.028571,0.276026,0.75,-1,0,0,0,0.468314,partially_correct_incomplete
5,0.421053,0.111111,0.421637,6,0.48,0.133333,0.489898,0.333333,0,0,0,0,0.513618,partially_correct_incomplete
9,0.636364,0.128205,0.64715,6,0.428571,0.092308,0.429669,0.75,0,0,0,0,0.57247,correct
7,0.521739,0.065657,0.522233,3,0.230769,0.030303,0.23355,0.5,0,0,0,0,0.547368,partially_correct_incomplete
5,0.416667,0.048611,0.416667,2,0.148148,0.011111,0.149071,0.416667,0,0,0,0,0.335088,partially_correct_incomplete
7,0.583333,0.207143,0.591608,2,0.16,0.026667,0.163299,0.416667,0,0,0,0,0.426156,correct
17,0.755556,0.197778,0.760263,6,0.3,0.053333,0.309839,0.916667,-1,0,0,0,0.494245,correct
4,0.333333,0.037037,0.333333,1,0.083333,0.007407,0.086066,0.333333,0,0,0,0,0.431429,contradictory
6,0.545455,0.107143,0.566947,2,0.173913,0.016667,0.182574,0.416667,0,0,0,0,0.510965,contradictory
2,0.266667,0.037037,0.272166,0,0,0,0,0.25,0,0,0,0,0.266667,correct
8,0.516129,0.128205,0.522976,2,0.142857,0.020513,0.143223,0.5,0,0,0,0,0.44118,contradictory
